zone_id,elevation,flood_exposure,severity,day,intervention,drainage_weakness,infra_vuln,impact_score
Z15,0.39405543163197926,0.6059445683680207,2,3,0.05030715199740454,0.821285039858501,0.9806799743083617,0.6374
Z14,0.4179012839647675,0.5820987160352324,1,3,0.5505478681920657,0.12091269172350738,0.9561781887698337,0.3173
Z07,0.5774051515343017,0.4225948484656983,2,7,0.046282106876040174,0.1779788401270329,0.24348316901855283,0.4672
Z05,0.6234806320791709,0.3765193679208291,1,2,0.8686299080051496,0.19716798213035047,0.6246610701718344,0.1148
Z10,0.5462722549880629,0.45372774501193713,3,4,0.34974224495326667,0.7702427954725289,0.11657919649731596,0.4959
Z08,0.5648240532107115,0.4351759467892885,3,4,0.00045865654794263744,0.9274676603997594,0.22883739172106465,0.6149
Z06,0.6120017004413459,0.38799829955865406,1,6,0.9708964460860379,0.34559936288649307,0.29798980631634053,0.1391
Z10,0.5462722549880629,0.45372774501193713,2,4,0.028930766810367547,0.6380185474904044,0.055554430410400646,0.4574
Z14,0.4179012839647675,0.5820987160352324,3,5,0.3121051671127014,0.6083314759704773,0.4286701490696726,0.5891
Z04,0.6267685159893849,0.3732314840106151,3,1,0.799356163065126,0.14178356808173753,0.4063022026380384,0.2724
Z18,0.3304269905555672,0.6695730094444328,2,3,0.2814745940140454,0.7169731696097178,0.3231390694464267,0.5199
Z07,0.5774051515343017,0.4225948484656983,3,3,0.02752306228042123,0.25758914483381223,0.627527775120956,0.5507
Z13,0.4530667876713712,0.5469332123286288,2,1,0.47394615685168506,0.1830966036629511,0.44432305654974047,0.3469
Z09,0.563682757950402,0.436317242049598,2,2,0.2898189474477527,0.9428386446671132,0.6467966324924679,0.4676
Z02,0.7060669879200819,0.29393301207991807,2,5,0.6101331621600744,0.9874822143080233,0.7887633924243774,0.4525
Z01,0.768633743697722,0.23136625630227803,3,5,0.3975204759893447,0.8929817421028386,0.7234153346560936,0.542
Z08,0.5648240532107115,0.4351759467892885,2,4,0.6218580678107914,0.9984262684727558,0.8412217336910031,0.4432
Z17,0.33167725486229166,0.6683227451377083,3,2,0.24843545250550603,0.1531709473904992,0.5980313011980929,0.5099
Z14,0.4179012839647675,0.5820987160352324,3,7,0.8224881556007227,0.6191653471258975,0.8574042991904327,0.5355
Z16,0.3670812144257525,0.6329187855742475,1,1,0.05024819519771184,0.3908957780575927,0.5245869533907422,0.43
Z16,0.3670812144257525,0.6329187855742475,2,3,0.5992568434195115,0.14704054801648214,0.8050591650579858,0.3569
Z03,0.6681009687423672,0.33189903125763276,1,7,0.01113313691470641,0.6778642294815059,0.5629280200274506,0.4852
Z04,0.6267685159893849,0.3732314840106151,3,2,0.21817538685604687,0.7165833752014623,0.9929168653908629,0.6031
Z19,0.3209819210908489,0.6790180789091511,3,2,0.030310734394377592,0.04066478862589462,0.5533187100628801,0.5636
Z11,0.4856996810971218,0.5143003189028782,2,2,0.4966748059492444,0.3223545467495387,0.7163898908619423,0.4107
Z18,0.3304269905555672,0.6695730094444328,2,1,0.9117298249922073,0.8171995176696715,0.3590541088647815,0.3268
Z10,0.5462722549880629,0.45372774501193713,3,3,0.9434677610131297,0.46643789350556164,0.7642738454046534,0.3718
Z14,0.4179012839647675,0.5820987160352324,3,7,0.6138471212021529,0.7692443255060663,0.22778182977108663,0.5435
Z19,0.3209819210908489,0.6790180789091511,3,1,0.8534306784973538,0.9734643160303016,0.9615007560891187,0.5867
Z15,0.39405543163197926,0.6059445683680207,2,5,0.719225427560428,0.5962632546318175,0.785380137005758,0.4379
Z12,0.47332689822237245,0.5266731017776276,1,3,0.22312055866873737,0.35895548681960676,0.318877180105379,0.3477
Z01,0.768633743697722,0.23136625630227803,2,6,0.11673949229102054,0.5442815399673837,0.9789723939449978,0.5236
Z02,0.7060669879200819,0.29393301207991807,2,1,0.3318912935959981,0.6199216052309837,0.4878000793957271,0.3549
Z06,0.6120017004413459,0.38799829955865406,3,7,0.7537468134068354,0.40315722976794366,0.6793920699301849,0.4256
Z13,0.4530667876713712,0.5469332123286288,3,6,0.2435239876657972,0.8871497491016489,0.9033933612879215,0.6874
Z21,0.24506633487159157,0.7549336651284084,1,5,0.13394262960934677,0.17745060980765748,0.8971644458951892,0.5181
Z11,0.4856996810971218,0.5143003189028782,2,2,0.10027264692316396,0.5944684499936317,0.13649401911603276,0.4552
Z07,0.5774051515343017,0.4225948484656983,2,3,0.2556286262691442,0.4346995785592256,0.43613927165090816,0.4078
Z15,0.39405543163197926,0.6059445683680207,3,2,0.324867711646065,0.46201460543286554,0.7388976662650856,0.559
Z08,0.5648240532107115,0.4351759467892885,1,2,0.8661770245264956,0.5928489776915017,0.8198143074682251,0.2258
Z21,0.24506633487159157,0.7549336651284084,2,6,0.0026859957196478934,0.45464456457482116,0.5164348532471512,0.651
Z05,0.6234806320791709,0.3765193679208291,3,1,0.9786540132120141,0.36110698901241156,0.31500295508171827,0.2744
Z11,0.4856996810971218,0.5143003189028782,2,2,0.8275463449842886,0.9877937750886572,0.11408685087851733,0.2887
Z21,0.24506633487159157,0.7549336651284084,3,5,0.08817557791391728,0.5777780916651777,0.8473591206292967,0.7382
Z11,0.4856996810971218,0.5143003189028782,1,5,0.16658128461826505,0.11466177067962213,0.14078313018992505,0.2914
Z12,0.47332689822237245,0.5266731017776276,3,2,0.6153466783766625,0.7185263270055517,0.10117205776248883,0.4226
Z15,0.39405543163197926,0.6059445683680207,3,6,0.3366747689626868,0.030919158456293228,0.9451795795446682,0.5602
Z07,0.5774051515343017,0.4225948484656983,1,6,0.30868001427783653,0.051795749592478346,0.4411578313006108,0.3025
Z01,0.768633743697722,0.23136625630227803,3,1,0.6298731490686585,0.2362302640553584,0.3832737971337198,0.2494
Z15,0.39405543163197926,0.6059445683680207,3,5,0.6820372703584008,0.5499170200846599,0.8234200534849614,0.5564
Z09,0.563682757950402,0.436317242049598,2,4,0.407350570927418,0.75393398422258,0.6715095891209782,0.4788
Z09,0.563682757950402,0.436317242049598,1,6,0.11337870140194406,0.2479285257045466,0.29325839624510297,0.3505
Z09,0.563682757950402,0.436317242049598,3,5,0.6182216724665012,0.22209442837023663,0.8180214251695689,0.4631
Z08,0.5648240532107115,0.4351759467892885,3,5,0.8437813246625433,0.7197784975326587,0.03735669706491895,0.379
Z21,0.24506633487159157,0.7549336651284084,1,3,0.29330978556911613,0.35578910494960647,0.1821012714465824,0.3423
Z06,0.6120017004413459,0.38799829955865406,1,1,0.6783727783287719,0.7782383158953563,0.06951224537042888,0.1721
Z06,0.6120017004413459,0.38799829955865406,3,2,0.5817212997439226,0.3015279156005063,0.6596869866849792,0.3811
Z16,0.3670812144257525,0.6329187855742475,2,7,0.802008146961564,0.5940064597166665,0.7776828180462645,0.4467
Z08,0.5648240532107115,0.4351759467892885,1,1,0.8772106633244305,0.2968883637733143,0.48930421776689403,0.1598
Z03,0.6681009687423672,0.33189903125763276,1,4,0.073669950459605,0.9136678934232464,0.03856164928661676,0.3865
Z14,0.4179012839647675,0.5820987160352324,1,5,0.5296646190270762,0.34435424908016377,0.4660784117898701,0.3096
Z04,0.6267685159893849,0.3732314840106151,1,4,0.936439655131877,0.3713272825356103,0.4572216383090737,0.1467
Z20,0.25193326481114875,0.7480667351888513,3,5,0.9578878956328171,0.9641464077187838,0.36134311097982097,0.5095
Z03,0.6681009687423672,0.33189903125763276,3,7,0.8314535209823967,0.5391510616360837,0.8751986216195682,0.4502
Z07,0.5774051515343017,0.4225948484656983,1,1,0.40572893383898045,0.41558186319758583,0.4341392340513426,0.229
Z15,0.39405543163197926,0.6059445683680207,1,2,0.5485811224590109,0.18854263768810475,0.9534915397745086,0.3067
Z18,0.3304269905555672,0.6695730094444328,1,5,0.3111186723117413,0.8845541473782284,0.22511326176300295,0.4579
Z21,0.24506633487159157,0.7549336651284084,3,2,0.5076429961890556,0.3124849975711117,0.6047658616628793,0.5225
Z14,0.4179012839647675,0.5820987160352324,2,6,0.9055217481536157,0.1728713486440422,0.7909080687451282,0.3112
Z07,0.5774051515343017,0.4225948484656983,1,2,0.17125954105432484,0.9844950465798659,0.15307707461608,0.3524
Z14,0.4179012839647675,0.5820987160352324,1,2,0.755645975942438,0.4342330585128791,0.879799689281117,0.3044
Z02,0.7060669879200819,0.29393301207991807,2,2,0.7984294922843902,0.28914785738033444,0.5815163717705405,0.1976
Z18,0.3304269905555672,0.6695730094444328,1,3,0.41593053269661373,0.34206366624705187,0.8271129145489214,0.3638
Z17,0.33167725486229166,0.6683227451377083,2,3,0.8070228637372698,0.2683135637789009,0.3903551274963426,0.296
Z12,0.47332689822237245,0.5266731017776276,1,1,0.5228284499141989,0.9695480796833397,0.015237200502439152,0.2554
Z20,0.25193326481114875,0.7480667351888513,1,7,0.693487478916402,0.07376183113482837,0.0010387134822175126,0.2274
Z02,0.7060669879200819,0.29393301207991807,3,5,0.4549432364667416,0.9676575719603963,0.833182466134231,0.5706
Z20,0.25193326481114875,0.7480667351888513,1,7,0.7874893050623537,0.19252532375431142,0.06944301040878209,0.2282
Z04,0.6267685159893849,0.3732314840106151,3,1,0.06967123717226675,0.3787038452162612,0.18976828872891427,0.4464
Z07,0.5774051515343017,0.4225948484656983,2,7,0.2751304395401817,0.26457074761560284,0.10832993106893285,0.3675
Z03,0.6681009687423672,0.33189903125763276,1,6,0.6096298507820558,0.06732142879371406,0.4498092582645338,0.1836
Z06,0.6120017004413459,0.38799829955865406,3,6,0.9136823691233744,0.753738547079475,0.44777798467619656,0.3909
Z12,0.47332689822237245,0.5266731017776276,2,2,0.7038407855693678,0.08729988585281334,0.642684194090841,0.2574
Z14,0.4179012839647675,0.5820987160352324,3,7,0.02440957524048415,0.5640023032448795,0.023838296433810413,0.6108
Z01,0.768633743697722,0.23136625630227803,1,3,0.6604649969878952,0.8789745854561819,0.19774178571875112,0.2075
Z12,0.47332689822237245,0.5266731017776276,2,1,0.31665565198458556,0.13434504243099155,0.13496010354091703,0.2946
Z13,0.4530667876713712,0.5469332123286288,1,4,0.9952403298600716,0.4621175328888091,0.3594909915494042,0.1587
Z02,0.7060669879200819,0.29393301207991807,1,5,0.10435636040188068,0.9751253765190464,0.5565499757177474,0.4519
Z19,0.3209819210908489,0.6790180789091511,1,4,0.6062577375844989,0.7128714461759454,0.942023246793501,0.4228
Z09,0.563682757950402,0.436317242049598,1,2,0.22862052926220366,0.35933819991281857,0.5516778934231225,0.3156
Z09,0.563682757950402,0.436317242049598,1,5,0.5417675634642991,0.6821882295748172,0.6159473688134164,0.371
Z07,0.5774051515343017,0.4225948484656983,1,6,0.15323803980755457,0.36528666614501404,0.6931698704245848,0.4239
Z12,0.47332689822237245,0.5266731017776276,3,7,0.10642620788201707,0.11828433126560534,0.31507820222911587,0.5777
Z17,0.33167725486229166,0.6683227451377083,3,4,0.8928442358634779,0.4326106565072778,0.5811998038513629,0.4815
Z09,0.563682757950402,0.436317242049598,3,7,0.6501308313621309,0.15110458343358735,0.45768462294090806,0.4027
Z20,0.25193326481114875,0.7480667351888513,3,5,0.8411676077969099,0.9530884540792793,0.5918297352236824,0.526
Z08,0.5648240532107115,0.4351759467892885,2,5,0.5061484283226051,0.2263768826603909,0.7794270499315982,0.389
Z09,0.563682757950402,0.436317242049598,2,3,0.8928044301767819,0.8840880106934671,0.8933201900940136,0.4039
Z19,0.3209819210908489,0.6790180789091511,3,5,0.2642485293551451,0.5835155394937417,0.5600615585984162,0.577
Z16,0.3670812144257525,0.6329187855742475,3,5,0.4606079955473962,0.4207767596403872,0.35658344057463476,0.4973
Z11,0.4856996810971218,0.5143003189028782,1,3,0.8502440269921769,0.9487399833641778,0.47733380913666046,0.2605
Z03,0.6681009687423672,0.33189903125763276,1,7,0.09165044982763637,0.5927656348485897,0.09224510709436873,0.3606
Z09,0.563682757950402,0.436317242049598,3,4,0.36715218996699805,0.05353949156961302,0.8471673078424776,0.4984
Z04,0.6267685159893849,0.3732314840106151,2,3,0.96492118780507,0.6647598048531446,0.8624299434861069,0.2886
Z09,0.563682757950402,0.436317242049598,3,2,0.9489153235966835,0.20214661539110945,0.015313031296393276,0.2062
Z04,0.6267685159893849,0.3732314840106151,1,6,0.8471148481667573,0.7542463051882626,0.5187674634519188,0.2606
Z20,0.25193326481114875,0.7480667351888513,3,7,0.44243817185827605,0.6195191136267157,0.8468112973279784,0.6758
Z13,0.4530667876713712,0.5469332123286288,3,5,0.8412491076692215,0.3304010800973509,0.7972282398270454,0.4223
Z03,0.6681009687423672,0.33189903125763276,1,6,0.4348635020401579,0.7608697988859163,0.8005551845414735,0.4081
Z08,0.5648240532107115,0.4351759467892885,3,7,0.9773425673218322,0.1065622347629086,0.0016009728435877335,0.2695
Z18,0.3304269905555672,0.6695730094444328,3,6,0.8435313004704948,0.38167485036863613,0.13666332800379188,0.4108
Z12,0.47332689822237245,0.5266731017776276,2,3,0.605969913547938,0.18990276347168167,0.9975874487664756,0.3952
Z20,0.25193326481114875,0.7480667351888513,1,7,0.25711265803804884,0.38281018357625607,0.8309524571583278,0.5175
Z17,0.33167725486229166,0.6683227451377083,3,2,0.5801667148373921,0.645856446261618,0.10846331052855973,0.4435
Z17,0.33167725486229166,0.6683227451377083,1,3,0.5613366045548079,0.3519782886745051,0.012087858844975097,0.2341
Z11,0.4856996810971218,0.5143003189028782,1,7,0.055238434513775636,0.629260038952569,0.5072363763894162,0.4791
Z05,0.6234806320791709,0.3765193679208291,2,6,0.026161988999761077,0.5474230534764347,0.5306197056656133,0.5146
Z04,0.6267685159893849,0.3732314840106151,1,6,0.6079543471929834,0.6356484467922102,0.46871962097817677,0.294
Z15,0.39405543163197926,0.6059445683680207,1,6,0.17364469309506203,0.7628590278892842,0.1573594007988054,0.4807
Z08,0.5648240532107115,0.4351759467892885,2,3,0.16182429121918773,0.8206028584930567,0.35293336554606414,0.4758
Z19,0.3209819210908489,0.6790180789091511,2,4,0.6867561942837448,0.18743815517896967,0.4588308012053014,0.3345
Z13,0.4530667876713712,0.5469332123286288,1,1,0.9392975922698887,0.1480990577065675,0.28835443519144555,0.0606
Z10,0.5462722549880629,0.45372774501193713,2,1,0.5593463049958918,0.5693269061299381,0.09182807493086287,0.2758
Z01,0.768633743697722,0.23136625630227803,1,1,0.9363333756677105,0.8306763265988494,0.912624546858347,0.2174
Z01,0.768633743697722,0.23136625630227803,3,1,0.5554358003156094,0.6472953837812002,0.3134870184468187,0.3908
Z15,0.39405543163197926,0.6059445683680207,1,5,0.06742351864938056,0.1747832690954132,0.6155423131681886,0.4147
Z05,0.6234806320791709,0.3765193679208291,2,5,0.05501314291138837,0.7707273783833429,0.37620616232370974,0.5297
Z14,0.4179012839647675,0.5820987160352324,3,3,0.7139848383584475,0.1007272330149308,0.242675225991427,0.335
Z21,0.24506633487159157,0.7549336651284084,1,1,0.3506028894938479,0.23716682613655782,0.7706572375210848,0.3625
Z01,0.768633743697722,0.23136625630227803,3,2,0.3523113461849756,0.26544455487146645,0.9853975417989781,0.4273
Z11,0.4856996810971218,0.5143003189028782,2,4,0.24450096732013482,0.9159820597520294,0.031323980374017735,0.4493
Z19,0.3209819210908489,0.6790180789091511,1,6,0.37424158795746343,0.12446210895281806,0.6537311025764174,0.4199
Z20,0.25193326481114875,0.7480667351888513,3,2,0.9825235858899334,0.924442956024831,0.41653425516792686,0.4543
Z13,0.4530667876713712,0.5469332123286288,2,6,0.9697682577208073,0.09020855692860452,0.785316999473313,0.318
Z07,0.5774051515343017,0.4225948484656983,3,5,0.787587694198953,0.9536885179267319,0.8174744462629534,0.5062
Z08,0.5648240532107115,0.4351759467892885,1,1,0.4371116570101282,0.8428538762001552,0.2018222285962572,0.2955
Z13,0.4530667876713712,0.5469332123286288,1,1,0.07955322043278501,0.7620363671031772,0.6079031545155865,0.4455
Z05,0.6234806320791709,0.3765193679208291,3,6,0.09170938372273707,0.5364911349220844,0.030126668383052002,0.4975
Z03,0.6681009687423672,0.33189903125763276,1,2,0.4349792026895307,0.7036677610078825,0.32416841451345346,0.2874
Z04,0.6267685159893849,0.3732314840106151,1,2,0.9157083390732241,0.902018678670367,0.7060868468247626,0.2507
Z12,0.47332689822237245,0.5266731017776276,1,5,0.2835604835474759,0.5580558845544363,0.06108995230698766,0.3361
Z05,0.6234806320791709,0.3765193679208291,3,6,0.10167267797597446,0.23635100510889884,0.05584502240644651,0.4312
Z02,0.7060669879200819,0.29393301207991807,3,1,0.5224941314449218,0.7636545742666514,0.41446322164499394,0.3607
Z11,0.4856996810971218,0.5143003189028782,3,2,0.5478844117324243,0.7876614377156634,0.025548875048651776,0.476
Z12,0.47332689822237245,0.5266731017776276,3,2,0.07188504369250104,0.9413380163678394,0.14228961120296024,0.5384
Z01,0.768633743697722,0.23136625630227803,2,1,0.7239860075409142,0.022599333911702324,0.5497302703034133,0.1733
Z16,0.3670812144257525,0.6329187855742475,2,5,0.5357637344681233,0.9639196359849302,0.5905440593278822,0.5511
Z04,0.6267685159893849,0.3732314840106151,2,2,0.08079019839346646,0.15848422629518033,0.9305553666621982,0.4267
Z13,0.4530667876713712,0.5469332123286288,3,5,0.8483470231436694,0.017146291532050606,0.39265449251325324,0.3411
Z19,0.3209819210908489,0.6790180789091511,3,1,0.9166695710331896,0.47776774281542245,0.2941531868017231,0.3396
Z18,0.3304269905555672,0.6695730094444328,1,1,0.6378978894744772,0.4703038682308778,0.7393007250140099,0.294
Z13,0.4530667876713712,0.5469332123286288,3,2,0.217046945816591,0.3934176146067647,0.5660429966610439,0.5091
Z02,0.7060669879200819,0.29393301207991807,1,6,0.6745399325630408,0.6096491088981947,0.20298225975319784,0.2097
Z15,0.39405543163197926,0.6059445683680207,1,6,0.237021786415482,0.0960484295471743,0.6560813093465963,0.4327
Z16,0.3670812144257525,0.6329187855742475,2,6,0.11784081667152058,0.711725650014924,0.14354705160836856,0.5509
Z14,0.4179012839647675,0.5820987160352324,3,4,0.3368388256917558,0.1535037487097991,0.6590244476203473,0.5584
Z19,0.3209819210908489,0.6790180789091511,1,7,0.804849558857453,0.671727701770946,0.08590984630346099,0.3244
Z15,0.39405543163197926,0.6059445683680207,3,4,0.3550481332493225,0.600234573585569,0.42249363226785075,0.5709
Z11,0.4856996810971218,0.5143003189028782,3,5,0.8400329397400688,0.7715991056955408,0.12771936005786277,0.3775
Z16,0.3670812144257525,0.6329187855742475,1,6,0.7648634516489455,0.7483032892051422,0.6104727006283864,0.3966
Z17,0.33167725486229166,0.6683227451377083,1,7,0.2973234629716177,0.16391765400335834,0.9384756932740409,0.4803
Z15,0.39405543163197926,0.6059445683680207,1,2,0.10000231845715113,0.06663177810290832,0.5046311269979193,0.3613
Z11,0.4856996810971218,0.5143003189028782,3,3,0.14536299911166206,0.9779857853985191,0.9558804130152954,0.6998
Z01,0.768633743697722,0.23136625630227803,1,1,0.28224321389953977,0.41887644116057,0.3238389054297287,0.2079
Z11,0.4856996810971218,0.5143003189028782,2,2,0.3370012740688395,0.05627728528253495,0.19913823506993222,0.331
Z04,0.6267685159893849,0.3732314840106151,2,7,0.5720406705449129,0.8182265100617007,0.2911869925293331,0.3677
Z09,0.563682757950402,0.436317242049598,3,2,0.06615713898172537,0.7002893200993173,0.45853101510758787,0.5607
Z21,0.24506633487159157,0.7549336651284084,2,2,0.52112054586351,0.9078045378980438,0.2360995851444081,0.4522
Z01,0.768633743697722,0.23136625630227803,2,7,0.6496702750888487,0.8636008134043558,0.6428922961747947,0.4278
Z12,0.47332689822237245,0.5266731017776276,1,3,0.09838520981418541,0.9560236224274837,0.7391534947788254,0.5343
Z02,0.7060669879200819,0.29393301207991807,1,1,0.5192268741473218,0.8085331091665225,0.5258079996059233,0.2119
Z01,0.768633743697722,0.23136625630227803,1,3,0.03281244295645025,0.021527088023876484,0.5305205306159171,0.2753
Z19,0.3209819210908489,0.6790180789091511,2,7,0.3758604330586294,0.28004484413534547,0.15197052515394582,0.4259
Z14,0.4179012839647675,0.5820987160352324,2,5,0.8513476163438229,0.7260235931182722,0.09617329854504786,0.3168
Z21,0.24506633487159157,0.7549336651284084,2,7,0.025141757812380372,0.21865378787971979,0.6016084196761569,0.6072
Z03,0.6681009687423672,0.33189903125763276,3,7,0.964559419025593,0.38017255787661597,0.9271528497246624,0.3888
Z12,0.47332689822237245,0.5266731017776276,2,4,0.9997490397628485,0.11058274989656514,0.4852725264862021,0.2106
Z01,0.768633743697722,0.23136625630227803,2,4,0.7605544203886243,0.3289033153964567,0.045778601922284445,0.1763
Z17,0.33167725486229166,0.6683227451377083,3,3,0.5923955915152085,0.5543217179467769,0.6814064972514372,0.5282
Z07,0.5774051515343017,0.4225948484656983,1,3,0.08381619528300555,0.8394070972229578,0.3039775532102077,0.376
Z15,0.39405543163197926,0.6059445683680207,3,7,0.8122472038567099,0.1806153058628459,0.6514383709529734,0.4347
Z02,0.7060669879200819,0.29393301207991807,1,2,0.8088925507542537,0.9063382696870376,0.4404927336280581,0.2096
Z18,0.3304269905555672,0.6695730094444328,2,4,0.1315951377208191,0.939069644319608,0.7229727884532205,0.6382
Z16,0.3670812144257525,0.6329187855742475,3,7,0.46267495916888557,0.625478264303406,0.33326577179118844,0.5384
Z02,0.7060669879200819,0.29393301207991807,1,6,0.43262278502897267,0.9487363173234131,0.8609060975952072,0.4469
Z16,0.3670812144257525,0.6329187855742475,3,4,0.3656402875328969,0.5855363216807145,0.9868104301618886,0.6223
Z15,0.39405543163197926,0.6059445683680207,2,4,0.6112450352015062,0.6137196951804351,0.9367495545299022,0.4728
Z12,0.47332689822237245,0.5266731017776276,2,4,0.5047329629346593,0.6181070646888384,0.5774940293962881,0.4175
Z08,0.5648240532107115,0.4351759467892885,2,1,0.9375111411363322,0.11612521711816781,0.007789392135399642,0.0875
Z10,0.5462722549880629,0.45372774501193713,2,6,0.25217700537709564,0.11149348028902062,0.6283290931768106,0.4139
Z21,0.24506633487159157,0.7549336651284084,2,5,0.6365485592827257,0.8182937673106675,0.6950471527861325,0.5074
Z10,0.5462722549880629,0.45372774501193713,2,5,0.4516908879315973,0.5046908185679143,0.3968368177209468,0.3788
Z19,0.3209819210908489,0.6790180789091511,1,5,0.07003801588252234,0.2686218312216875,0.8623057899247248,0.5536
Z12,0.47332689822237245,0.5266731017776276,1,6,0.6838079710864292,0.8261941447945004,0.9662494162031979,0.4005
Z20,0.25193326481114875,0.7480667351888513,2,3,0.07173533770151275,0.8703580177262752,0.8540600997720874,0.6884
Z10,0.5462722549880629,0.45372774501193713,1,1,0.567925568158072,0.7024463493966493,0.3902023565477395,0.2347
Z03,0.6681009687423672,0.33189903125763276,3,5,0.6241129894270013,0.628190227213789,0.08568011592203251,0.368
Z04,0.6267685159893849,0.3732314840106151,2,4,0.21383231506440992,0.49133669448983497,0.47694658940153767,0.4803
Z01,0.768633743697722,0.23136625630227803,2,6,0.3729182578780731,0.39431963324672425,0.9899249986145847,0.4471
Z05,0.6234806320791709,0.3765193679208291,3,1,0.20387037274003017,0.683923572716638,0.6875759959250812,0.5592
Z05,0.6234806320791709,0.3765193679208291,1,1,0.9005313828073918,0.29397400949431896,0.527186940558722,0.1025
Z20,0.25193326481114875,0.7480667351888513,2,2,0.7511022187631139,0.34882863477159776,0.22128944076155022,0.3198
Z15,0.39405543163197926,0.6059445683680207,3,6,0.6368112109448523,0.7257221923098708,0.29377230741675076,0.5124
Z19,0.3209819210908489,0.6790180789091511,2,3,0.7660955936954562,0.49470061494268713,0.8952877592082266,0.4292
Z07,0.5774051515343017,0.4225948484656983,1,5,0.7160888838867806,0.32209153719413464,0.11474330444550151,0.1677
Z12,0.47332689822237245,0.5266731017776276,3,3,0.09707537189606619,0.3029199555399128,0.7373548575086338,0.5688
Z09,0.563682757950402,0.436317242049598,1,6,0.7038509681849562,0.17773212013173945,0.3556709519374036,0.1878
Z04,0.6267685159893849,0.3732314840106151,1,3,0.8486498993014575,0.7702531319067865,0.965809157896631,0.2742
Z07,0.5774051515343017,0.4225948484656983,3,2,0.026938190612466606,0.34757695292820734,0.4736647704558027,0.5214
Z09,0.563682757950402,0.436317242049598,1,6,0.5296476555921837,0.8423348919976731,0.1590105753346147,0.3326
Z14,0.4179012839647675,0.5820987160352324,2,5,0.12005606133713509,0.7521262515992133,0.4638783672478025,0.5605
Z08,0.5648240532107115,0.4351759467892885,3,6,0.470590147495322,0.9127545022010846,0.37614055585049055,0.5637
Z15,0.39405543163197926,0.6059445683680207,2,1,0.052825721723201546,0.9764003763813325,0.39352154364940595,0.5262
Z21,0.24506633487159157,0.7549336651284084,2,2,0.22883647261639684,0.7390525511637556,0.001765150663371351,0.4314
Z21,0.24506633487159157,0.7549336651284084,2,4,0.2500928867356471,0.5079815563968082,0.06586983760884713,0.4716
Z01,0.768633743697722,0.23136625630227803,3,4,0.30663329930721317,0.06902444899649163,0.09578298499427107,0.3309
Z17,0.33167725486229166,0.6683227451377083,3,2,0.7054018340270295,0.49860490766579835,0.32800401220744124,0.414
Z14,0.4179012839647675,0.5820987160352324,3,6,0.3118462390498592,0.6663229313582666,0.6311838967485972,0.6134
Z02,0.7060669879200819,0.29393301207991807,1,4,0.9416435968279784,0.15146683016413243,0.2624668135254502,0.0597
Z15,0.39405543163197926,0.6059445683680207,1,2,0.05342167167100409,0.9415219698370065,0.7812732765149768,0.5613
Z04,0.6267685159893849,0.3732314840106151,3,5,0.3407356402207097,0.7745623137542086,0.811783136303703,0.5542
Z16,0.3670812144257525,0.6329187855742475,1,7,0.03815398146068527,0.1638096000219339,0.6145479880947251,0.4809
Z15,0.39405543163197926,0.6059445683680207,1,6,0.8599776339653238,0.10533598374212072,0.8871495430606341,0.3132
Z13,0.4530667876713712,0.5469332123286288,3,2,0.9848369094330454,0.07110670244553585,0.6448634551553758,0.3011
Z10,0.5462722549880629,0.45372774501193713,1,5,0.17490240689089842,0.925170153211348,0.8672002956662489,0.5184
Z01,0.768633743697722,0.23136625630227803,2,4,0.14153506791445658,0.06684590057990358,0.6244965630733924,0.3842
Z09,0.563682757950402,0.436317242049598,2,6,0.718189396888287,0.2762434183364797,0.7780658534254661,0.3468
Z02,0.7060669879200819,0.29393301207991807,3,4,0.5700709618343441,0.5230663340298765,0.403188285334218,0.4238
Z06,0.6120017004413459,0.38799829955865406,3,7,0.39962588889355277,0.9027543328248872,0.9954458788904623,0.6584
Z09,0.563682757950402,0.436317242049598,2,6,0.26608687975757506,0.7341880176022753,0.1282131222395504,0.4415
Z11,0.4856996810971218,0.5143003189028782,3,7,0.6958987871635668,0.2110916101195881,0.4498719170269274,0.4569
Z16,0.3670812144257525,0.6329187855742475,3,3,0.7103543090666504,0.9017591275477174,0.5280111816470724,0.4994
Z09,0.563682757950402,0.436317242049598,3,1,0.11938592498612843,0.27229632881515153,0.05156551158278999,0.4298
Z13,0.4530667876713712,0.5469332123286288,2,3,0.8633744787406348,0.21212877247258044,0.9992352090897553,0.3561
Z09,0.563682757950402,0.436317242049598,2,5,0.12452784276104889,0.8982344557135038,0.41288532255699084,0.524
Z17,0.33167725486229166,0.6683227451377083,3,4,0.7276680835421131,0.8861922944199205,0.9016811339709404,0.5772
Z04,0.6267685159893849,0.3732314840106151,2,3,0.618186122460199,0.43615426803909685,0.964628031377589,0.3755
Z14,0.4179012839647675,0.5820987160352324,3,1,0.10284603577919871,0.829943813241677,0.4570084601043911,0.5929
Z18,0.3304269905555672,0.6695730094444328,3,3,0.5792225961431594,0.7166109921497328,0.027529384433218396,0.4589
Z10,0.5462722549880629,0.45372774501193713,2,4,0.4815942393544853,0.3912117421047975,0.882453802772969,0.4109
Z09,0.563682757950402,0.436317242049598,2,4,0.1667102340772909,0.7765082314602383,0.6400716501066375,0.5374
Z07,0.5774051515343017,0.4225948484656983,1,5,0.3346622518668476,0.5861834017115358,0.9652488356005376,0.4218
